8.29405,-1.44533
8.41183,-1.38871
8.51719,-1.27208
8.6125,-1.1817
8.69951,-1.21538
8.77956,-1.45332
8.85367,-1.33393
8.92266,-1.43204
8.9872,-1.63295
9.04782,-1.1661
9.10498,-1.28927
9.15905,-1.22213
9.21034,-1.62992
9.25913,-1.74271
9.30565,-1.72768
9.3501,-1.60748
9.39266,-1.5165
9.43348,-1.76274
9.4727,-1.77332
9.51044,-1.88598
9.54681,-1.6417
9.5819,-1.89279
9.61581,-2.0803
9.6486,-1.96608
9.68034,-1.84235
9.71112,-1.79174
9.74097,-1.7593
9.76996,-1.72365
9.79813,-1.9991
9.82553,-1.99841
9.85219,-1.79825
9.87817,-1.94167
9.90349,-1.92295
9.92818,-2.01268
9.95228,-2.12284
9.97581,-2.27511
9.9988,-2.09422
10.0213,-1.9194
10.0432,-2.06088
10.0648,-1.99401
10.0858,-1.95314
10.1064,-1.9122
10.1266,-1.88668
10.1464,-2.27621
10.1659,-2.08165
10.1849,-2.03521
10.2036,-2.06206
10.2219,-2.03195
10.24,-2.10307
10.2577,-2.2387
10.2751,-2.18372
10.2921,-1.8603
10.309,-1.93013
10.3255,-2.06854
10.3417,-2.19468
10.3577,-2.41296
10.3735,-2.12149
10.389,-2.1794
10.4043,-2.01876
10.4193,-2.22622
10.4341,-2.28502
10.4487,-2.36896
10.4631,-2.54884
10.4773,-2.34087
10.4913,-2.29457
10.5051,-2.16929
10.5187,-2.30899
10.5321,-2.31447
10.5453,-2.39784
10.5584,-2.65085
10.5713,-2.86196
10.5841,-2.49809
10.5966,-2.14105
10.6091,-2.28629
10.6213,-2.33301
10.6334,-2.4454
10.6454,-2.57163
10.6573,-2.36388
10.669,-2.45076
10.6805,-2.41675
10.6919,-2.5815
10.7032,-2.70175
10.7144,-2.62813
10.7255,-2.85779
10.7364,-2.73039
10.7472,-2.78706
10.7579,-2.77547
10.7685,-2.48564
10.779,-2.59872
10.7893,-2.4962
10.7996,-2.55807
10.8097,-2.67764
10.8198,-2.50099
10.8297,-2.48787
10.8396,-2.46508
10.8493,-2.60729
10.859,-2.52541
10.8686,-2.69299
10.878,-2.52148
10.8874,-2.44879
10.8967,-2.70376
10.906,-2.80985
10.9151,-2.6726
10.9241,-2.42713
10.9331,-2.55482
10.942,-2.52264
10.9508,-2.5571
10.9595,-2.62122
10.9682,-2.41042
10.9768,-2.50918
10.9853,-2.50841
10.9937,-2.55999
11.0021,-2.7974
11.0104,-2.60955
11.0186,-2.71407
11.0268,-2.79945
11.0349,-2.89303
11.0429,-2.86264
11.0509,-3.04803
11.0588,-3.04335
11.0666,-2.81644
11.0744,-3.0845
11.0821,-3.13788
11.0898,-3.09994
11.0974,-3.19062
11.105,-3.15809
11.1124,-3.35801
11.1199,-3.03592
11.1273,-2.97093
11.1346,-2.90149
11.1419,-2.98192
11.1491,-3.30806
11.1563,-3.27888
11.1634,-3.23062
11.1704,-2.81857
11.1775,-2.79586
11.1844,-2.98245
11.1913,-3.22997
11.1982,-3.18985
11.205,-3.09566
11.2118,-3.081
11.2186,-2.92138
11.2252,-3.11119
11.2319,-3.32932
11.2385,-3.52171
11.245,-4.26044
11.2516,-3.82951
11.258,-3.7469
11.2645,-3.95627
11.2709,-4.12486
11.2772,-3.64832
11.2835,-3.80163
11.2898,-4.50263
11.296,-5.11794
11.3022,-4.13671
11.3084,-3.71565
11.3145,-3.76765
11.3206,-4.07431
11.3266,-4.18468
11.3326,-4.27017
11.3386,-3.81607
11.3445,-3.60113
11.3504,-3.70568
11.3563,-4.16677
11.3621,-4.20215
11.3679,-3.48546
11.3737,-3.57604
11.3794,-3.74341
11.3851,-3.82276
11.3908,-3.83162
11.3964,-3.55219
11.402,-3.73785
11.4076,-3.65257
11.4131,-3.69838
11.4186,-3.59711
11.4241,-3.57142
11.4295,-3.61301
11.435,-3.4734
11.4404,-3.66314
11.4457,-3.94444
11.4511,-3.98599
11.4564,-3.93701
11.4616,-3.63435
11.4669,-4.00724
11.4721,-4.21842
11.4773,-3.82611
11.4825,-3.87274
11.4876,-4.27606
11.4927,-4.59482
11.4978,-4.04119
11.5029,-4.60035
11.5079,-3.79731
11.5129,-3.7435
11.5179,-3.77804
11.5229,-4.03236
11.5278,-3.62692
11.5327,-3.39337
11.5376,-3.49145
11.5425,-3.38757
11.5473,-4.03732
11.5521,-4.06334
11.5569,-3.85057
11.5617,-4.01979
11.5665,-3.68345
11.5712,-3.70744
11.5759,-3.9664
11.5806,-3.97955
11.5852,-3.98668
11.5899,-3.87334
11.5945,-4.37985
11.5991,-3.8573
11.6037,-3.9077
11.6082,-3.57658
11.6128,-3.74444
11.6173,-4.17779
11.6218,-4.11509
11.6263,-3.66459
11.6307,-3.498
11.6351,-3.51419
11.6396,-3.65468
11.644,-3.71506
11.6483,-4.11937
11.6527,-3.69964
11.657,-3.60985
11.6613,-3.5856
11.6656,-3.68549
11.6699,-3.87487
11.6742,-3.697
11.6784,-3.97907
11.6827,-3.88863
11.6869,-3.98506
11.6911,-3.84064
11.6952,-3.88679
11.6994,-3.7481
11.7035,-3.63411
11.7077,-3.9937
11.7118,-3.99898
11.7159,-3.81002
11.7199,-3.78101
11.724,-3.82845
11.728,-3.96226
11.7321,-4.39899
11.7361,-4.24678
11.7401,-3.91411
11.744,-3.96115
11.748,-3.9342
11.7519,-4.10654
11.7559,-4.34441
11.7598,-3.93878
11.7637,-3.99311
11.7676,-4.35566
11.7714,-4.09685
11.7753,-4.06389
