0,200
1,197
2,194
3,191
4,188
5,185
6,182
7,179
8,176
9,173
10,170
11,167
12,164
13,161
14,158
15,155
16,152
17,149
18,146
19,143
20,140
21,137
22,134
23,131
24,128
25,125
26,122
27,119
28,116
29,113
30,110
31,107
32,104
33,101
34,98
35,95
36,92
37,89
38,86
39,83
40,80
41,77
42,74
43,71
44,68
45,65
46,62
47,59
48,56
49,53
50,50
51,47
52,44
53,41
54,38
55,35
56,32
57,29
58,26
59,23
60,20
61,17
62,14
63,11
64,8
65,5
66,2
67,-1
68,-4
69,-7
70,-10
71,-13
72,-16
73,-19
74,-22
75,-25
76,-28
77,-31
78,-34
79,-37
80,-40
81,-43
82,-46
83,-49
84,-52
85,-55
86,-58
87,-61
88,-64
89,-67
90,-70
91,-73
92,-76
93,-79
94,-82
95,-85
96,-88
97,-91
98,-94
99,-97
100,-100
101,-103
102,-106
103,-109
104,-112
105,-115
106,-118
107,-121
108,-124
109,-127
110,-130
111,-133
112,-136
113,-139
114,-142
115,-145
116,-148
117,-151
118,-154
119,-157
120,-160
121,-163
122,-166
123,-169
124,-172
125,-175
126,-178
127,-181
128,-184
129,-187
130,-190
131,-193
132,-196
133,-199
134,-202
135,-205
136,-208
137,-211
138,-214
139,-217
140,-220
141,-223
142,-226
143,-229
144,-232
145,-235
146,-238
147,-241
148,-244
149,-247
150,-250
151,-253
152,-256
153,-259
154,-262
155,-265
156,-268
157,-271
158,-274
159,-277
160,-280
161,-283
162,-286
163,-289
164,-292
165,-295
166,-298
167,-301
168,-304
169,-307
170,-310
171,-313
172,-316
173,-319
174,-322
175,-325
176,-328
177,-331
178,-334
179,-337
180,-340
181,-343
182,-346
183,-349
184,-352
185,-355
186,-358
187,-361
188,-364
189,-367
190,-370
191,-373
192,-376
193,-379
194,-382
195,-385
196,-388
197,-391
198,-394
199,-397
200,-400
201,-403
202,-406
203,-409
204,-412
205,-415
206,-418
207,-421
208,-424
209,-427
210,-430
211,-433
212,-436
213,-439
214,-442
215,-445
216,-448
217,-451
218,-454
219,-457
220,-460
221,-463
222,-466
223,-469
224,-472
225,-475
226,-478
227,-481
228,-484
229,-487
230,-490
231,-493
232,-496
233,-499
234,-502
235,-505
236,-508
237,-511
238,-514
239,-517
240,-520
241,-523
242,-526
243,-529
244,-532
245,-535
246,-538
247,-541
248,-544
249,-547
250,-550
251,-553
252,-556
253,-559
254,-562
255,-565
256,-568
257,-571
258,-574
259,-577
260,-580
261,-583
262,-586
263,-589
264,-592
265,-595
266,-598
267,-601
268,-604
269,-607
270,-610
271,-613
272,-616
273,-619
274,-622
275,-625
276,-628
277,-631
278,-634
279,-637
280,-640
281,-643
282,-646
283,-649
284,-652
285,-655
286,-658
287,-661
288,-664
289,-667
290,-670
291,-673
292,-676
293,-679
294,-682
295,-685
296,-688
297,-691
298,-694
299,-697
300,-700
301,-703
302,-706
303,-709
304,-712
305,-715
306,-718
307,-721
308,-724
309,-727
310,-730
311,-733
312,-736
313,-739
314,-742
315,-745
316,-748
317,-751
318,-754
319,-757
320,-760
321,-763
322,-766
323,-769
324,-772
325,-775
326,-778
327,-781
328,-784
329,-787
330,-790
331,-793
332,-796
333,-799
334,-802
335,-805
336,-808
337,-811
338,-814
339,-817
340,-820
341,-823
342,-826
343,-829
344,-832
345,-835
346,-838
347,-841
348,-844
349,-847
350,-850
351,-853
352,-856
353,-859
354,-862
355,-865
356,-868
357,-871
358,-874
359,-877
360,-880
361,-883
362,-886
363,-889
364,-892
365,-895
366,-898
367,-901
368,-904
369,-907
370,-910
371,-913
372,-916
373,-919
374,-922
375,-925
376,-928
377,-931
378,-934
379,-937
380,-940
381,-943
382,-946
383,-949
384,-952
385,-955
386,-958
387,-961
388,-964
389,-967
390,-970
391,-973
392,-976
393,-979
394,-982
395,-985
396,-988
397,-991
398,-994
399,-997
400,-1000
401,-1003
402,-1006
403,-1009
404,-1012
405,-1015
406,-1018
407,-1021
408,-1024
409,-1027
410,-1030
411,-1033
412,-1036
413,-1039
414,-1042
415,-1045
416,-1048
417,-1051
418,-1054
419,-1057
420,-1060
421,-1063
422,-1066
423,-1069
424,-1072
425,-1075
426,-1078
427,-1081
428,-1084
429,-1087
430,-1090
431,-1093
432,-1096
433,-1099
434,-1102
435,-1105
436,-1108
437,-1111
438,-1114
439,-1117
440,-1120
441,-1123
442,-1126
443,-1129
444,-1132
445,-1135
446,-1138
447,-1141
448,-1144
449,-1147
450,-1150
451,-1151
452,-1152
453,-1153
454,-1154
455,-1155
456,-1156
457,-1157
458,-1158
459,-1159
460,-1160
461,-1161
462,-1162
463,-1163
464,-1164
465,-1165
466,-1166
467,-1167
468,-1168
469,-1169
470,-1170
471,-1171
472,-1172
473,-1173
474,-1174
475,-1175
476,-1176
477,-1177
478,-1178
479,-1179
480,-1180
481,-1181
482,-1182
483,-1183
484,-1184
485,-1185
486,-1186
487,-1187
488,-1188
489,-1189
490,-1190
491,-1191
492,-1192
493,-1193
494,-1194
495,-1195
496,-1196
497,-1197
498,-1198
499,-1199
500,-1200
501,-1201
502,-1202
503,-1203
504,-1204
505,-1205
506,-1206
507,-1207
508,-1208
509,-1209
510,-1210
511,-1211
512,-1212
513,-1213
514,-1214
515,-1215
516,-1216
517,-1217
518,-1218
519,-1219
520,-1220
521,-1221
522,-1222
523,-1223
524,-1224
525,-1225
526,-1226
527,-1227
528,-1228
529,-1229
530,-1230
531,-1231
532,-1232
533,-1233
534,-1234
535,-1235
536,-1236
537,-1237
538,-1238
539,-1239
540,-1240
541,-1241
542,-1242
543,-1243
