0,49.4377,
2,49.4867,
4,49.4099,
6,49.4312,
8,49.4715,
10,49.4981,
12,49.554,
14,49.641,
16,49.7628,
18,49.9258,
20,50.1344,
22,50.3919,
24,50.7007,
26,51.0625,
28,51.4779,
30,51.947,
32,52.4693,
34,53.0439,
36,53.6695,
38,54.3445,
40,55.0672,
42,55.8356,
44,56.6478,
46,57.5018,
48,58.3954,
50,59.3266,
52,60.2935,
54,61.294,
56,62.3263,
58,63.3885,
60,64.4789,
62,65.5958,
64,66.7375,
66,67.9026,
68,69.0896,
70,70.2972,
72,71.5241,
74,72.7691,
76,74.0309,
78,75.3086,
80,76.6012,
82,77.9076,
84,79.2271,
86,80.5588,
88,81.9019,
90,83.2556,
92,84.6194,
94,85.9925,
96,87.3744,
98,88.7645,
100,90.1623,
102,91.5673,
104,92.979,
106,94.3971,
108,95.8211,
110,97.2506,
112,98.6853,
114,100.125,
116,101.569,
118,103.017,
120,104.47,
122,105.926,
124,107.386,
126,108.849,
128,110.315,
130,111.784,
132,113.256,
134,114.73,
136,116.207,
138,117.685,
140,119.166,
142,120.649,
144,122.134,
146,123.621,
148,125.109,
150,126.598,
152,128.09,
154,129.582,
156,131.076,
158,132.57,
160,134.066,
162,135.563,
164,137.061,
166,138.56,
168,140.059,
170,141.559,
172,143.06,
174,144.562,
176,146.064,
178,147.567,
180,149.07,
182,150.574,
184,152.078,
186,153.583,
188,155.088,
190,156.593,
192,158.099,
194,159.605,
196,161.111,
198,162.617,
200,164.124,
202,165.63,
204,167.137,
206,168.644,
208,170.151,
210,171.658,
212,173.165,
214,174.672,
216,176.18,
218,177.687,
220,179.194,
222,180.701,
224,182.208,
226,183.715,
228,185.222,
230,186.729,
232,188.235,
234,189.742,
236,191.248,
238,192.755,
240,194.261,
242,195.767,
244,197.272,
246,198.778,
248,200.283,
250,201.788,
