0,49.4388,
2,49.4815,
4,49.434,
6,49.4501,
8,49.4935,
10,49.5432,
12,49.6198,
14,49.7277,
16,49.8708,
18,50.0537,
20,50.2794,
22,50.5508,
24,50.8695,
26,51.237,
28,51.6538,
30,52.1203,
32,52.6363,
34,53.201,
36,53.8137,
38,54.4733,
40,55.1783,
42,55.9275,
44,56.7191,
46,57.5515,
48,58.4231,
50,59.3321,
52,60.2768,
54,61.2555,
56,62.2664,
58,63.308,
60,64.3785,
62,65.4765,
64,66.6004,
66,67.7487,
68,68.9201,
70,70.1132,
72,71.3268,
74,72.5596,
76,73.8105,
78,75.0784,
80,76.3622,
82,77.661,
84,78.9738,
86,80.2999,
88,81.6383,
90,82.9882,
92,84.349,
94,85.72,
96,87.1005,
98,88.4899,
100,89.8876,
102,91.2931,
104,92.706,
106,94.1257,
108,95.5517,
110,96.9838,
112,98.4214,
114,99.8643,
116,101.312,
118,102.764,
120,104.221,
122,105.682,
124,107.146,
126,108.614,
128,110.085,
130,111.559,
132,113.036,
134,114.515,
136,115.997,
138,117.482,
140,118.968,
142,120.456,
144,121.947,
146,123.439,
148,124.932,
150,126.428,
152,127.924,
154,129.422,
156,130.921,
158,132.421,
160,133.922,
162,135.425,
164,136.928,
166,138.431,
168,139.936,
170,141.441,
172,142.947,
174,144.453,
176,145.96,
178,147.468,
180,148.976,
182,150.484,
184,151.993,
186,153.501,
188,155.011,
190,156.52,
192,158.029,
194,159.539,
196,161.049,
198,162.559,
200,164.069,
202,165.579,
204,167.089,
206,168.6,
208,170.11,
210,171.62,
212,173.13,
214,174.64,
216,176.15,
218,177.66,
220,179.169,
222,180.679,
224,182.188,
226,183.697,
228,185.206,
230,186.715,
232,188.223,
234,189.732,
236,191.24,
238,192.748,
240,194.255,
242,195.762,
244,197.269,
246,198.776,
248,200.282,
250,201.788,
